#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
293;U školama se djeca uče da upoznaju djecu s druge strane Mostara.;In schools, children are taught to meet children on the other side of Mostar.;women;life together;;2.0;2.0;4;19.3;6.1;;19;3.0;School inclusiveness;6;10.0;Us V Them;Rights & Dignity;Culture & Society;;;1.38758;0.0;2.867257;1.830508;1.928571;1.424242
9;Svi doktori i sestre su obilazili pacijenta Hrvata koji je bio smješten u Južnom logoru.;All doctors and nurses took care of a Croat patient while he was hospitalized in Južni logor;men;life together;;1.0;2.0;3;23.2;6.9;;23;2.0;0;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;-1.0;1.0;1.040685;0.0;1.433628;1.830508;9.0;1.068182
17;Biro za zapošljavanje ne poziva na besplatne kurseve, nego na razgovore za posao;The recruitment office does not invite people to free courses, but job interviews;youth;life together;;1.0;2.0;3;20.2;9.3;;20;2.0;Hiring & employment;9;3.0;Political functionality;Economic Activity & Livelihoods;Rights & Dignity;-1.0;1.0;1.040685;0.0;1.433628;1.830508;0.18;0.976744
47;Hrvata, koji je imao bolesne bubrege, je doktor Bošnjak odmah smjestio u Južni logor na liječenje.;"A Croat with kidney failure was immediately placed in Južni logor (Cantonal Hospital ""Dr. Safet Mujić"") by a Bosniak doctor";men;life together;1.0;1.0;1.0;3;23.2;6.9;;23;2.0;0;6;9.0;Ethno-religious identity;Rights & Dignity;Culture & Society;;;1.040685;0.915254;1.433628;0.915254;9.0;1.068182
59;Kada je požar na Humu, svi iz Podhuma izađu na ulice spremni da gase;When a fire catches on Hum, all people from Podhum go out onto the street, ready to put it out;youth;life together;1.0;;2.0;3;3.2;6.3;;3;2.0;Public Ownership;6;3.0;Social Trust;Culture & Society;Culture & Society;;;1.040685;0.915254;0.0;1.830508;0.126234;1.068182
82;Ljudi izlaze iz kuće, jer u Podhumu ima sadržaja.;People go out of their homes because there are a lot of activities in Podhum;men;life together;2.0;;1.0;3;3.7;11.4;;3;7.0;Activities;11;4.0;Informal;Culture & Society;Culture & Society;2.0;1.0;1.040685;1.830508;0.0;0.915254;0.126234;1.615385
140;Na području Mostara su otvorene tvornice u kojima zajedno rade ljudi svih nacija.;The factories are being opened in Mostar where people of all nationalities can work together;women;life together;2.0;1.0;;3;6.9;20.2;;6;9.0;Ethno-religious identity;20;2.0;Hiring & employment;Culture & Society;Economic Activity & Livelihoods;1.0;1.0;1.040685;1.830508;1.433628;0.0;0.078337;0.81
149;Navijači Veleža i Zrinskog sarađuju jedni s drugima;There is a cooperation between the supporters of Velež and Zrinjski;youth;life together;;1.0;2.0;3;12.0;6.9;;12;0.0;Sport;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;-1.0;1.0;1.040685;0.0;1.433628;1.830508;3.155844;1.068182
154;Neretva ne dijeli grad*;The Neretva does not divide the city;women;life together;1.0;;2.0;3;2.3;3.4;;2;3.0;Movement;3;4.0;Integration;Security;Culture & Society;1.0;1.0;1.040685;0.915254;0.0;1.830508;2.777143;0.954545
157;Nove i stare komšije se upoznaju.;New and old neighbours get to know each other;men;life together;1.0;1.0;1.0;3;6.12;;;6;12.0;Neighbor Relations;0;0;0;Culture & Society;0;;;1.040685;0.915254;1.433628;0.915254;0.078337;0.0
